,Compound,Name,Negative,Neutral,Positive,Tweet Text,Tweets Ago
58,0.0,@BBC,0.724,0.138,0.138,@EdwardJDavey @BBCPolitics @BBC @bbconline Oh look a politician calling the BBC biased.  What a surprise.,59
59,0.5983,@BBC,0.814,0.0,0.186,"#KeepingFaith on @BBC is an incredible drama! Fantastic acting. Should be on @BBCOne, not just @BBCWales and iPlayer.",60
60,0.0,@BBC,1.0,0.0,0.0,RT @Icon99558924: @shaistasalam1 @JSinghF @lunermoth @Eagle50425849 @Dausdava @hairlossclinic1 @curtainpullback @AWAKEALERT @AlgerianPalest…,61
61,-0.6249,@BBC,0.83,0.17,0.0,"RT @BBC: Filmed in Nottingham during the worst winter for the NHS on record, groundbreaking series #Hospital returns tonight. 

Hospital |…",62
62,0.0,@BBC,1.0,0.0,0.0,"RT @oldmanbigkid: @DonaldFrump @Channel4News @BBC @BBCNewsnight I've listened to three BBC radio 2 news broadcasts since this evidence, and…",63
63,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,64
64,0.0,@BBC,1.0,0.0,0.0,RT @politicz_sux: @SamCoatesTimes @EdwardJDavey @BBC need to find some backbone and take on the @Conservatives gov. This is the biggest sto…,65
65,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,66
66,-0.7351,@BBC,0.772,0.228,0.0,"RT @nytmargaret: 'I'm not #rude; I'm #French"" Fired waiter in #Canada claims discrimination for losing his job. His employer said he left a…",67
67,0.802,@BBC,0.753,0.0,0.247,@BBC may try and play down Brexshit but when the shit gets real in 2019/2020 &amp; beyond lets see how much of a blinds… https://t.co/H5lU9N5Ixo,68
68,0.4019,@BBC,0.87,0.0,0.13,RT @stevexrees: @FannyJan123 @carolehope2 The @BBC are only interested in smearing Corbyn. All other demonstrations are only deemed worthy…,69
69,0.0,@BBC,1.0,0.0,0.0,@Icon99558924 @JSinghF @PerryVered @JLadstone @OhRoyalOne @shaistasalam1 @Eagle50425849 @Dausdava @hairlossclinic1… https://t.co/Sv5DUFuDGg,70
70,0.0,@BBC,1.0,0.0,0.0,RT @Icon99558924: @JSinghF @PerryVered @JLadstone @OhRoyalOne @shaistasalam1 @Eagle50425849 @Dausdava @hairlossclinic1 @curtainpullback @AW…,71
71,-0.872,@BBC,0.657,0.343,0.0,"RT @ewcglobal20: One of the victims of terrorist attacks in #Sinai #Arish cast his vote in the #EgyptElection2018
@hrw @hrw_ar @BBCArabic @…",72
72,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,73
73,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,74
74,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,75
75,0.0,@BBC,1.0,0.0,0.0,RT @carolecadwalla: Last week's story about about Facebook? The one that wiped $79 billion off the stock price? It was dropped by @BBC's Pa…,76
76,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,77
77,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,78
78,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,79
79,0.0,@BBC,1.0,0.0,0.0,RT @carolecadwalla: Last week's story about about Facebook? The one that wiped $79 billion off the stock price? It was dropped by @BBC's Pa…,80
80,-0.7506,@BBC,0.748,0.252,0.0,"RT @BBC: Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching for Grenfell's Lo…",81
81,0.0,@BBC,1.0,0.0,0.0,RT @BBC: The ancient Greeks thought a life of ‘constant leisure’ was the highest life you could live. https://t.co/sascCq8iks,82
82,0.4767,@BBC,0.853,0.0,0.147,And here to counter the #SmearCampaign by #Zionist @BBC and #MSM is the proud record of @JeremyCorbyn defending… https://t.co/4TVHNKrpZ2,83
83,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,84
84,0.0,@BBC,1.0,0.0,0.0,RT @Icon99558924: @JSinghF @PerryVered @JLadstone @OhRoyalOne @shaistasalam1 @Eagle50425849 @Dausdava @hairlossclinic1 @curtainpullback @AW…,85
85,-0.0516,@BBC,0.776,0.116,0.108,RT @LumSSN: https://t.co/vNXwrUoi24 The problem is not a language issue as the @BBC wants it to look like. The #British #SouthernCameroons…,86
86,0.0,@BBC,1.0,0.0,0.0,@Reuters @AP @BBCNews @guardian @Independent @thetimes @nytimes @BBC @UKLabour @Conservatives @_NVA_ @CDU @CSU… https://t.co/5nJ9OIbHzX,87
87,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,88
88,-0.8074,@BBC,0.742,0.258,0.0,Oh look... the @BBC anti-#brexit campaign in full flow with the war criminal ex-PM who ran away from the job. How t… https://t.co/4cRZ6oJt7m,89
89,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,90
90,0.0,@BBC,1.0,0.0,0.0,RT @ums56: @carolecadwalla @BBC Absolutely - I imagine there are BBC staffers seething at the Corporation’s stance and inactivity. I remain…,91
91,0.0,@BBC,1.0,0.0,0.0,"@mishtal @BBC @mrjamesob @guardian I think it’s about time the BBC released the Balen report, don’t you?",92
92,0.0,@BBC,1.0,0.0,0.0,"RT @williamdbaker: You do know that the pro-Corbyn rally was organised by ""Jewish Voice for Labour?"" 
Maybe not as it has also escaped all…",93
93,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,94
94,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,95
95,0.0,@BBC,1.0,0.0,0.0,RT @Icon99558924: @shaistasalam1 @JSinghF @lunermoth @Eagle50425849 @Dausdava @hairlossclinic1 @curtainpullback @AWAKEALERT @AlgerianPalest…,96
96,0.0,@BBC,1.0,0.0,0.0,RT @Icon99558924: @Eagle50425849 @curtainpullback @AWAKEALERT @AlgerianPalest @MGasmiaRamzi @restricted911 @USGOVIgnorance @TrutherTracy @L…,97
97,0.0,@BBC,1.0,0.0,0.0,"RT @edwardgvickers: Watching #Hospital on @BBC Two
Can't believe that I was in @nottmhospitals in December, in the Children's ward. Honestl…",98
98,-0.0516,@BBC,0.776,0.116,0.108,RT @LumSSN: https://t.co/vNXwrUoi24 The problem is not a language issue as the @BBC wants it to look like. The #British #SouthernCameroons…,99
99,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,100
