,Compound,Name,Negative,Neutral,Positive,Tweet Text,Tweets Ago
27,0.2732,@nytimes,0.896,0.0,0.104,@DanTreacy1 @jbdelfenthal @ByronYork @nytimes Well the other option in that scenario is to give up and live oppress… https://t.co/jmTbIQ0U1p,428
28,0.4404,@nytimes,0.508,0.0,0.492,@nytimes Good show 👏🏻👏🏻👏🏻👏🏻👏🏻,429
29,0.0,@nytimes,1.0,0.0,0.0,RT @Santi_ABASCAL: @RaphaelMinder @ivanedlm @boye_g @Ortega_Smith Curiosa determinación del corresponsal del @nytimes por eludir las activi…,430
30,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",431
31,0.8858,@nytimes,0.402,0.0,0.598,@DeadlineWH @MSNBC @nytimes @NicolleDWallace excellent reporting????   LOL   msm are a joke,432
32,0.8271,@nytimes,0.599,0.0,0.401,RT @AlexRoy144: TL:DR: You should subscribe to the @nytimes and support the excellent original reporting. https://t.co/KWJQd3Dlcs,433
33,0.0,@nytimes,1.0,0.0,0.0,Compare Income Mobility Charts. Or Make Your Own.   via @NYTimes https://t.co/z9waqZvOz1,434
34,-0.434,@nytimes,0.823,0.177,0.0,"RT @steve_vladeck: ""[O]ur constitutional rights aren't worth all that much if there's no mechanism for enforcing them.""

My @nytimes op-ed…",435
35,0.5773,@nytimes,0.801,0.0,0.199,RT @sanchezdelreal: @ivanedlm @RaphaelMinder @boye_g @Ortega_Smith Not only that. By deliberately not mentioning terrorist background from…,436
36,0.3182,@nytimes,0.892,0.0,0.108,"To be fair, @osssociety has also called out @AP @nytimes and @washingtonpost along with @CBSNews for not covering i… https://t.co/VOBH1ESmTw",437
37,0.6808,@nytimes,0.63,0.1,0.27,"@RogueGinny @nytimes ""Ah - love - the walks over soft grass, the smiles over candlelight, the fights over just about everything else... """,438
38,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",439
39,-0.6597,@nytimes,0.759,0.241,0.0,"@JJTurnUpdaMusic @nytimes President Clinton did it in 2000. Guess he’s a racist, bigot, too? 🤷🏽‍♀️ Hard to keep up… https://t.co/pq465oblWK",440
40,0.4588,@nytimes,0.667,0.0,0.333,@nytimes Who even cares what she says,441
41,-0.886,@nytimes,0.701,0.299,0.0,"RT @nytimes: He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a groundskeep…",442
42,0.1511,@nytimes,0.736,0.118,0.147,@ezraklein Yes! Down to the difficulty in differentiating between news and opinions on social media posts.… https://t.co/gyu5009HQY,443
43,0.0,@nytimes,1.0,0.0,0.0,"RT @Cristina_Cusco: Hi @eucopresident 

@POLITICOEurope @EUCouncil @Europarl_EN @EUCouncilPress @BBCWorld @oriolserra @CNN @DerSPIEGEL @the…",444
44,0.0,@nytimes,1.0,0.0,0.0,@davidhogg111 @KyleKashuv @BretBaier @wolfblitzer @DavidMuir @LesterHoltNBC @nytimes @realDonaldTrump @VP… https://t.co/kwhm9G0Mo6,445
45,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",446
46,-0.434,@nytimes,0.823,0.177,0.0,"RT @steve_vladeck: ""[O]ur constitutional rights aren't worth all that much if there's no mechanism for enforcing them.""

My @nytimes op-ed…",447
47,0.0,@nytimes,1.0,0.0,0.0,"@RogueGinny @nytimes ""Well. That was a fas-fas-fascinating discussion and I think you've answered my question. Than… https://t.co/Hs3y8d6Sng",448
48,0.0772,@nytimes,0.726,0.149,0.125,"RT @nytimes: ""I got back to something I’d been missing over a month of solo travel: the joy of getting lost with someone whose company you…",449
49,-0.4588,@nytimes,0.864,0.136,0.0,"RT @nytimes: The former dean of Michigan State University’s medical school, who supervised the disgraced physician Lawrence Nassar for year…",450
50,0.25,@nytimes,0.476,0.214,0.31,I Was Kind to Nikolas Cruz. He Still Killed My Friends.   via @NYTimes https://t.co/7AnLQY8RWH,451
51,0.128,@nytimes,0.927,0.0,0.073,"RT @jaumeclotet: Clatellot del @nytimes: ""They [Spanish legal experts] also note that, however many Catalan politicians are tried and convi…",452
52,-0.8225,@nytimes,0.677,0.323,0.0,RT @nytimes: A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally tripping the emer…,453
53,-0.5859,@nytimes,0.787,0.213,0.0,@laurenpricemil2 @nytimes bitch he did 23 years are you high? I gotta get off the internet,454
54,-0.8225,@nytimes,0.677,0.323,0.0,RT @nytimes: A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally tripping the emer…,455
55,0.0,@nytimes,1.0,0.0,0.0,RT @Matthewcogdeill: @davidhogg111 @CNN @DRUDGE_REPORT @TeamTrump @AMarch4OurLives @Emma4Change @NeverAgainMSD @FCC @wikileaks @DonaldJTrum…,456
56,0.0,@nytimes,1.0,0.0,0.0,"RT @nytimes: Roseanne believes President Trump doesn't oppose same-sex marriage. ""He has said it several times, you know, that he’s not hom…",457
57,-0.5423,@nytimes,0.632,0.249,0.119,"This is pretty bad stuff. Such a long shameful history of housing discrimination in the US.

Facebook Vowed to End… https://t.co/uxp5x7Pn7d",458
58,-0.4404,@nytimes,0.585,0.278,0.137,@nytimes This is also true: NRA Members Find Themselves Target of Lies and Personal Attacks,459
59,0.5562,@nytimes,0.813,0.0,0.187,RT @KansasDems: The @nytimes has listed HALF of Kansas' congressional districts as in play and decisive in Democrats retaking the House! ht…,460
60,0.0,@nytimes,1.0,0.0,0.0,@Karoli @nytimes @Roseanne But why would the rest of the cast sign on?,461
61,-0.8225,@nytimes,0.677,0.323,0.0,RT @nytimes: A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally tripping the emer…,462
62,0.5859,@nytimes,0.676,0.0,0.324,@SkepticMustache @nytimes Yeah that's not what presumption of innocence means. At all.,463
63,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",464
64,-0.5859,@nytimes,0.774,0.226,0.0,World Order Is Under Assault From the Powers That Built It   via @NYTimes https://t.co/rJtkqxUrDr,465
65,0.0,@nytimes,1.0,0.0,0.0,"RT @voxnoticias_es: Raphael Minder, el corresponsal del @nytimes amigo personal de Mas, admirador de Forcadell y gustoso tertuliano en TV3,…",466
66,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",467
67,-0.5574,@nytimes,0.833,0.167,0.0,"@orapmagon Claro, todo sorprende. Aquí el hilo empezaría con una captura del texto, sin enlace y un tuit diciendo:… https://t.co/oDOC7yqQBi",468
68,-0.4404,@nytimes,0.868,0.132,0.0,"RT @scarylawyerguy: Suffice to say, during the Lewinsky scandal, the @nytimes didn't slip in a two-sentence mention of Hillary 19 paragraph…",469
69,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",470
70,-0.0516,@nytimes,0.938,0.062,0.0,"@lisasolod @Karoli @nytimes @Roseanne So she could shove trump down our throats.  I swear, that's why she came back… https://t.co/OlJ4vSWJCF",471
71,0.368,@nytimes,0.856,0.0,0.144,"RT @Sertemus: FYI
@spdbt @kn_online @BILD @DerSPIEGEL @SZ @washingtonpost @guardian @nytimes @UNHumanRights @VilaWeb @KRLS @JuntsXCat @Alba…",472
72,0.0,@nytimes,1.0,0.0,0.0,RT @Santi_ABASCAL: @RaphaelMinder @ivanedlm @boye_g @Ortega_Smith Curiosa determinación del corresponsal del @nytimes por eludir las activi…,473
73,0.5859,@nytimes,0.847,0.0,0.153,"RT @nytimes: If it is successful, the Trump administration could come closer than any Republican White House has to achieving a goal conser…",474
74,-0.5106,@nytimes,0.476,0.524,0.0,@nytimes She's an idiot,475
75,0.0,@nytimes,1.0,0.0,0.0,RT @Santi_ABASCAL: @RaphaelMinder @ivanedlm @boye_g @Ortega_Smith Curiosa determinación del corresponsal del @nytimes por eludir las activi…,476
76,0.0,@nytimes,1.0,0.0,0.0,"RT @gamalnour555: #EgyptElection2018
@BBCArabic 
@BBCWorld 
@dw_arabic 
@dw 
@ajmubasher 
@reuterseg 
@nytimes 
- - https://t.co/XWS9ecl7JB",477
77,0.0,@nytimes,1.0,0.0,0.0,RT @Jpdawe7: @chrislhayes It probably would not go down at all. They are Deplorables. 💔🇺🇸💰😢You &amp;msm @nytimes @MSNBC @cnn helped too Chris w…,478
78,-0.4404,@nytimes,0.861,0.139,0.0,"Suffice to say, during the Lewinsky scandal, the @nytimes didn't slip in a two-sentence mention of Hillary 19 parag… https://t.co/AtTIRDQhsG",479
79,-0.886,@nytimes,0.701,0.299,0.0,"RT @nytimes: He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a groundskeep…",480
80,-0.296,@nytimes,0.879,0.121,0.0,"If Census Asks About Citizenship, Some Already Have an Answer: No Comment   via @NYTimes #SaveTheCensus #2020Census… https://t.co/c4RTzZ2d4u",481
81,-0.7964,@nytimes,0.648,0.28,0.072,RT @txeka_cat: Spanish newscast using false images to create a climate of violence or to legitimize the use of violence against the populat…,482
82,-0.296,@nytimes,0.833,0.167,0.0,"Wall Street Closes Sharply Lower, Tech Leads Late Selloff   via @NYTimes https://t.co/XlMgGnhwVn",483
83,0.4199,@nytimes,0.682,0.0,0.318,@nytimes She’s a whack job just like trump!,484
84,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",485
85,-0.8225,@nytimes,0.677,0.323,0.0,RT @nytimes: A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally tripping the emer…,486
86,0.0,@nytimes,1.0,0.0,0.0,"@johnjackperry @Ohpainterswife @nytimes Plenty but nothing on the scale large enough for the people to revolt, beca… https://t.co/I9HiWls8UL",487
87,0.25,@nytimes,0.909,0.0,0.091,@DeadlineWH @nytimes @NicolleDWallace I think Stormy was his dream girl and he pines for her with all of his hollowed out soul,488
88,0.0,@nytimes,1.0,0.0,0.0,@whoiswillo @nytimes went over this with someone else the girl is 2 1/2 years younger than him he wasn't in school… https://t.co/qB6558JRnr,489
89,0.0,@nytimes,1.0,0.0,0.0,@Ian56789 @jaijairry @nytimes Jimmy moneymaker how's about that,490
90,0.7096,@nytimes,0.704,0.0,0.296,@nytimes Bless them for taking him back. Much respect to the White Sox organization for this.,491
91,0.0,@nytimes,1.0,0.0,0.0,https://t.co/eagiFROS3M @eBay @youtube  @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes… https://t.co/d9lSTknOFl,492
92,0.0772,@nytimes,0.944,0.0,0.056,"RT @nytimes: If President Trump actually meets Kim Jong-un, his challenge will be much larger than merely persuading North Korea to give up…",493
93,0.0,@nytimes,1.0,0.0,0.0,RT @DrMFBerry: .@davidhogg111 &amp; #MarchForOurLives students: If civil rights activists and disability rights mvmts had to depend only on vot…,494
94,-0.6369,@nytimes,0.641,0.269,0.09,"@AndreaFRibas1 @CitizenKen85 @nytimesworld @nytimes Well, if there was no use of violence, then they should not be… https://t.co/1lNuk46wMs",495
95,0.5773,@nytimes,0.801,0.0,0.199,RT @sanchezdelreal: @ivanedlm @RaphaelMinder @boye_g @Ortega_Smith Not only that. By deliberately not mentioning terrorist background from…,496
96,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",497
97,0.0,@nytimes,1.0,0.0,0.0,@cstewart37 @lpMBA97 @Amadidog @nytimes The census has never been a belly button count. It has always asked whateve… https://t.co/3KwTb8xoCN,498
98,-0.5267,@nytimes,0.761,0.239,0.0,@DeadlineWH @AudreyGarden @nytimes @NicolleDWallace Trump is scared of @StormyDaniels because she is tough and she… https://t.co/hQg8SYmENA,499
99,0.0,@nytimes,1.0,0.0,0.0,@simplykms @krystian__el @MPrajs @Pani_Ce_Ha @Kaytek_84 @szczrx @Analitycznie @CienWojtka @jagovski @bartosz_pilat… https://t.co/DTZXEwB5Y6,500
