,Compound,Name,Negative,Neutral,Positive,Tweet Text,Tweets Ago
17,0.34,@CNN,0.815,0.0,0.185,@CNN #whocares please report #realnews that matters #fakenewscnn at it again.  Let’s talk policy #borderwall #taxes… https://t.co/OoWTxWE74M,218
18,0.5106,@CNN,0.784,0.0,0.216,@dnaeille @spanakopitar @CamilaSweetlipz @GreenEyedLilo @TomWellborn @CNN @StormyDaniels Strong woman? She takes di… https://t.co/Dr7bpb9Ddr,219
19,0.2732,@CNN,0.916,0.0,0.084,"RT @ScottAnthonyUSA: 😂😂😂 @CNN is catching up to speed just now... too late, the process is well under-way. -S 😂😂😂

Trump suggests US milita…",220
20,-0.5142,@CNN,0.815,0.185,0.0,@cpgoodell @SniperUpRange @CNN It's okay..you may think it's fake because you dont want to believe it and in that c… https://t.co/oZYiEycC2r,221
21,0.0772,@CNN,0.822,0.0,0.178,@CNN I want to see the pee tapes.,222
22,-0.8316,@CNN,0.659,0.341,0.0,"@CNN @CNNOpinion An uneducated population IS a bad thing. An old Turkish saying goes, ""Fear an ignorant man more th… https://t.co/vAIhTnesUR",223
23,0.3182,@CNN,0.901,0.0,0.099,"RT @CNN: Stormy Daniels' lawyer: Donald Trump isn’t speaking out about the affair allegations because “my client is telling the truth, and…",224
24,0.0,@CNN,1.0,0.0,0.0,@CNN  https://t.co/8CG5hlnk31,225
25,0.0,@CNN,1.0,0.0,0.0,@light_sammy @CNN Me too. I bet Zeus never heard me.,226
26,0.5256,@CNN,0.795,0.0,0.205,RT @randikayeCNN: Please take a moment to read this really important story about how some dog breeders operate... #adoptdontshop #animalwel…,227
27,0.5943,@CNN,0.812,0.0,0.188,"RT @CNN: ""You are looking for a way to impeach my President."" These female Trump supporters say they aren't bothered by Stormy Daniels' all…",228
28,0.0,@CNN,1.0,0.0,0.0,RT @LinaCovfefe: @Eagle50425849 @curtainpullback @JSinghF @cjsienna55 @Icon99558924 @PerryVered @JLadstone @OhRoyalOne @shaistasalam1 @Daus…,229
29,-0.34,@CNN,0.87,0.13,0.0,RT @CNN: Why dismissing Stormy Daniels' story would be a mistake | By Carol Costello via @CNNOpinion https://t.co/Rw77AFywo2 https://t.co/s…,230
30,0.806,@CNN,0.735,0.0,0.265,"RT @CNN: ""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon Clark, the you…",231
31,0.0,@CNN,1.0,0.0,0.0,@CNN @CNNOpinion I have been saying this for the last year. Only Uneducated would vote for Trump. Americans are ash… https://t.co/UliNuL4C4V,232
32,0.0,@CNN,1.0,0.0,0.0,RT @jmsummers: Incredible story from CNN's Sara Ganim on @CNN right now: Interior Secretary Ryan Zinke is telling employees that diversity…,233
33,-0.7717,@CNN,0.705,0.295,0.0,"@TwitterSafety  @TwitterSupport @CNN @FBI @jack

Report❌🔥❌ ISIS

Why Do you Ignore our reports about abusive and of… https://t.co/aJeOnVxyOj",234
34,0.0,@CNN,1.0,0.0,0.0,RT @CNN: The White House defends President Trump's silence on allegations leveled against him by Stormy Daniels https://t.co/rqmYTtUYTD htt…,235
35,0.5209,@CNN,0.68,0.108,0.212,"RT @CNN: ""Never mind that an undereducated population is bad for democracy -- it's good for the GOP, and so Republicans are happy to embrac…",236
36,0.4019,@CNN,0.876,0.0,0.124,RT @CNN: Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation into Russia…,237
37,-0.6808,@CNN,0.789,0.211,0.0,"RT @HoarseWisperer: Jesus H. Christmas Cookies, .@CNN.

Stop with these stupid panels of women who voted for Trump.

The host could bring i…",238
38,0.0,@CNN,1.0,0.0,0.0,@CNN These women would have voted to Impeach Bill Clinton &amp; TRUMP is in a different place Way Beyond Bill. Their ex… https://t.co/JJoMYeuhe2,239
39,0.0,@CNN,1.0,0.0,0.0,"RT @FNFORSC2: #FreeSouthernCameroons 
#FreeAyuk 
#FreeTassang 
#FreeMancho 
#FreeAllArrested 
What is #Cameroon and slave master #France pl…",240
40,-0.5106,@CNN,0.68,0.32,0.0,@CNN If rather watch him rot in prison.,241
41,0.3612,@CNN,0.778,0.082,0.14,RT @CNN: The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washington Times over c…,242
42,-0.6249,@CNN,0.709,0.291,0.0,@CNN Diversity and racism ... the 2 most overused words this year.,243
43,0.0,@CNN,1.0,0.0,0.0,RT @Thucydides_1973: @naderalihashemi @cbcasithappens @DannyPostel @SlaughterAM @BenteScheller @im_PULSE @KreaseChan @sahloul @ABarnardNYT…,244
44,0.1726,@CNN,0.581,0.176,0.242,"@CNN Like Disraeli said, never explain never complain.",245
45,0.6858,@CNN,0.771,0.0,0.229,"@CNN Tweetless Trump days are good days...maybe not for the news grinders but for the general public it's a nice break. 

#TrumpIsToxic",246
46,0.0,@CNN,1.0,0.0,0.0,RT @02C5: @CNN Anderson Cooper is the new Jerry Springer!!,247
47,0.5423,@CNN,0.69,0.0,0.31,@anitacocktail69 @dawnhatestRump @itsitwhatisit @Tarver8595 @BeaverSauce666 @Sky_Bart66 @CNN Yeah you sure bluewave… https://t.co/HYd6xn9R0O,248
48,0.0,@CNN,1.0,0.0,0.0,who participated in this survey? @cnn i didnt https://t.co/9R9LPj0z32,249
49,-0.6808,@CNN,0.789,0.211,0.0,"RT @HoarseWisperer: Jesus H. Christmas Cookies, .@CNN.

Stop with these stupid panels of women who voted for Trump.

The host could bring i…",250
50,0.4215,@CNN,0.714,0.0,0.286,@AndrewOnSeeAIR @CNN lol still on that huh...poor snowflake.,251
51,0.0,@CNN,1.0,0.0,0.0,RT @ByronFackenthal: @ljcljf @HankMullaney @salty_dawg69 @_weebutmighty @AllanKirkhart @RadGeekpartduex @JeanFull16 @BluesBrother91 @Matthe…,252
52,0.4019,@CNN,0.876,0.0,0.124,RT @CNN: Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation into Russia…,253
53,0.6523,@CNN,0.776,0.0,0.224,"THIS IS RICH: #FakeNewsHQ @CNN lectures Tucker Carlson

Fact-checking Tucker Carlson on diversity in America https://t.co/irLgzJ9ehB",254
54,0.0,@CNN,1.0,0.0,0.0,@beachbug1 @foxnewspolitics @FoxNews @FoxNewsSunday @realDonaldTrump @abcnews @CBSNews @NewsHour @MSNBC @nbc @CNN 😋,255
55,-0.4574,@CNN,0.857,0.143,0.0,"@CNN @CNNOpinion This is news, not this Stormy Daniels nonsense, which adult doesnt have sex here? Grow up! https://t.co/HeZrN6dNHj",256
56,0.0,@CNN,1.0,0.0,0.0,@CNN 🤔😂 https://t.co/oLPdd9OmSK,257
57,-0.296,@CNN,0.885,0.115,0.0,@bizzykimmi @_Alicia_Montoya @jacuzzigal @TYMAYA @CNN 45 paraded women who accused Clinton 27 years ago to the deba… https://t.co/39htGF8qOS,258
58,0.6369,@CNN,0.417,0.0,0.583,@CNN @CNNOpinion Love you.,259
59,-0.8173,@CNN,0.286,0.714,0.0,@CNN Who screwed more whores,260
60,0.0,@CNN,1.0,0.0,0.0,RT @AprilDRyan: @chbacon @StormyDaniels @CNN Ask the press office. They have the list.,261
61,0.3612,@CNN,0.872,0.0,0.128,"@GePeirson @DeVos1990 I’m all for teaching our kids life saving skills, like swimming, heimlich maneuver, and yes,… https://t.co/FHhobsMdhr",262
62,0.0,@CNN,1.0,0.0,0.0,@CNN https://t.co/8EjS2nWuCw,263
63,0.3182,@CNN,0.839,0.0,0.161,@CNN @CNNOpinion Is there anything thicker than a thick American? Answers on a postcard please.,264
64,0.0,@CNN,1.0,0.0,0.0,@RoadMN @maddow @TuckerCarlson @seanhannity @Lawrence @IngrahamAngle @TheFive @greggutfeld @kimguilfoyle… https://t.co/d4f81SP4Mv,265
65,-0.3147,@CNN,0.773,0.138,0.089,RT @chbacon: @AprilDRyan @StormyDaniels Tell us more about the list. These guys are awful! Be sure to talk about this on @CNN !,266
66,0.3182,@CNN,0.901,0.0,0.099,"RT @CNN: Stormy Daniels' lawyer: Donald Trump isn’t speaking out about the affair allegations because “my client is telling the truth, and…",267
67,-0.8313,@CNN,0.729,0.271,0.0,@CNN Liar!  Why does the WH insist on these briefings?  They only prove how much they are hated and how often they lie.,268
68,-0.6597,@CNN,0.584,0.279,0.136,"@CNN Leaving someone to die is not a dark hour, it's murder. Democrats doing what they do best, covering up their crimes.",269
69,-0.5859,@CNN,0.345,0.655,0.0,@02C5 @CNN Bullshit.,270
70,-0.8221,@CNN,0.602,0.398,0.0,@CNN @CNNOpinion Says a biased vile piece of shi! @CNN that’s aligned with low IQ Maxine Waters.,271
71,0.0,@CNN,1.0,0.0,0.0,RT @LoveMerica83: @02C5 @CNN  https://t.co/SZKUThOMhb,272
72,0.3254,@CNN,0.583,0.16,0.257,"@CNN LOL CNN No more Russian narrative opinion pieces.
#FakeNews",273
73,0.0,@CNN,1.0,0.0,0.0,"@CNN Their trying to justify foreign money on ""technicality"".Even if they didn't directly put foreign dollars into… https://t.co/GeCRZp558E",274
74,0.25,@CNN,0.549,0.195,0.256,"@TonyBrunoShow @CNN Love the headline: ""one"" of Sen. Kennedy's darkest hours.",275
75,-0.34,@CNN,0.87,0.13,0.0,RT @CNN: Why dismissing Stormy Daniels' story would be a mistake | By Carol Costello via @CNNOpinion https://t.co/Rw77AFywo2 https://t.co/s…,276
76,0.0,@CNN,1.0,0.0,0.0,"@CNN @CNNOpinion In the words of the country's most famous enabler, ""What difference does it make?""",277
77,0.0,@CNN,1.0,0.0,0.0,@PresidentSClark @atensnut @TrumpRollsOn @andersoncooper @CNN @cnnbrk @CBS @CBSNews @CBSTweet @CBSThisMorning @ABC… https://t.co/s8anPL8rlX,278
78,0.4019,@CNN,0.876,0.0,0.124,RT @CNN: Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation into Russia…,279
79,0.8591,@CNN,0.698,0.0,0.302,@CNN Be clear with me and tweet if you have the desire to me fall in love with you or not.Please.If you don’t i’ll… https://t.co/iH8JH0Tfpa,280
80,0.0,@CNN,1.0,0.0,0.0,RT @RealCandaceO: Anderson Cooper really spent 60 minutes with a porn star discussing whether or not she had consensual sex 15 years ago an…,281
81,0.0,@CNN,1.0,0.0,0.0,@_antiposmo @CNN De donde eres,282
82,0.2732,@CNN,0.92,0.0,0.08,"RT @CNN: Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will pick up the ba…",283
83,0.5983,@CNN,0.767,0.049,0.184,"@CNN Just like he got Mexico to pay for the wall! Just like he told Putin to not meddle in US elections , signed th… https://t.co/Gj1DIX56Vw",284
84,0.0,@CNN,1.0,0.0,0.0,"Bike cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles @CNN https://t.co/2Z13FclvPK",285
85,0.0,@CNN,1.0,0.0,0.0,RT @xtal76: @PhilipRLeodoro @mollystevens_1 @kelly_clarkson @NBCTheVoice @AtlanticRecords @GMA @CNN @billboard @MTVNews @TODAYshow Many peo…,286
86,0.0,@CNN,1.0,0.0,0.0,@Eagle50425849 @curtainpullback @JSinghF @cjsienna55 @Icon99558924 @PerryVered @JLadstone @OhRoyalOne… https://t.co/J0fZOEmJNs,287
87,-0.4767,@CNN,0.392,0.608,0.0,@CNN What a shame,288
88,0.5499,@CNN,0.855,0.0,0.145,"@CNN 2/3 of Americans approve of Trump meeting Kim Jong Un, but only the other 1/3 approves of him coming back afterwards.",289
89,0.2732,@CNN,0.92,0.0,0.08,"RT @CNN: Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will pick up the ba…",290
90,-0.5809,@CNN,0.515,0.485,0.0,@CNN Most Americans my ass,291
91,-0.4939,@CNN,0.64,0.244,0.116,@jesusisgroovier @artur25 @diamondgirl2018 @CNN That is just too damn funny. He is surrounded by liars and law brea… https://t.co/Z7dm1LjYnB,292
92,-0.34,@CNN,0.906,0.094,0.0,"@CNN Oh CNN if it happened right in front of you ,you would lie. How can the person shoot himself when the officer… https://t.co/QOWFDf0P2z",293
93,0.0,@CNN,1.0,0.0,0.0,@CNN gota county to run 😕,294
94,0.0,@CNN,1.0,0.0,0.0,"RT @TechCrunch: Facebook CEO Mark Zuckerberg may end up finally going before Congress to testify amid a wave of privacy debacles, reports @…",295
95,0.4019,@CNN,0.876,0.0,0.124,RT @CNN: Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation into Russia…,296
96,0.6249,@CNN,0.723,0.056,0.221,"RT @Kaj1maru: @CNN I'm pretty sure when he said ""Mexico is going to pay for the wall"" he actually winked. 😂 https://t.co/D86XmiJLOr",297
97,0.5209,@CNN,0.68,0.108,0.212,"RT @CNN: ""Never mind that an undereducated population is bad for democracy -- it's good for the GOP, and so Republicans are happy to embrac…",298
98,-0.3818,@CNN,0.278,0.722,0.0,@CNN I disagree,299
99,0.3182,@CNN,0.905,0.0,0.095,"RT @CNN: The NRA insisted it did not use foreign funds for election-related purposes, even as the group acknowledged it accepts money from…",300
